model;identifier;name;currency;active;inception_date;closing_date;management_company;bank;provider;provider_identifier;type;logo;additional_description
security.models.Security;October 15 Puts on RPTP US;[PUT] Raptor Pharmaceutical Corp 2015-10;USD;True;2020-01-01;;;;Bloomberg LP;RPTP US 10/16/15 P7 Equity;SECTYP_SECURITY;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""451032""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""RPTP US 10/16/15 P7 Equity""}}}"
security.models.Security;0 % SHORTLINE -LPN- 16/49 -TECH-;0 % SHORTLINE -LPN- 16/49 -TECH-;USD;True;2020-01-01;;;;Bloomberg LP;XS1371516268;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""XS1371516268""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""5978374""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""XS1371516268""}}}"
security.models.Security;1.2 FUND LTD-EUR;1.2 FUND LTD-EUR;EUR;True;2020-01-01;;;;Bloomberg LP;1P2FUND VI Equity;SECTYP_FUND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""VGG677711084""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""124437""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""1P2FUND VI Equity""}}}"
security.models.Security;ASTRAZENECA PLC;1.95% Astrazeneca Plc 2012-18.9.19 Notes Sr;USD;True;2020-01-01;;;;Bloomberg LP;US046353AF58;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""US046353AF58""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6364368""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""US046353AF58""}}}"
security.models.Security;10.20% ER Kick-In Goal BNP 2017-29.12.2017 (ff 21.12.17) CSGN / CFR / ZURN;10.20% ER Kick-In Goal BNP 2017-29.12.2017 (ff 21.12.17) CSGN / CFR / ZURN;CHF;False;2017-03-01;2017-12-29;;;UBS Genève;34970902;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""XS1447040616""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6574869""}, ""UBS"": {""additional"": """", ""value"": ""34970902""}}}"
security.models.Security;10.41 % Kick-In GOAL Vontobel FP 2016-17.04.2017 Netflix/Alphabet-A/Facebook-A;10.41 % Kick-In GOAL Vontobel FP 2016-17.04.2017 Netflix/Alphabet-A/Facebook-A;USD;False;2016-10-07;2017-04-17;;;UBS Genève;33460505;SECTYP_STRUC_PROD;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0334605059""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6127515""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""QZ8322138 Corp""}, ""UBS"": {""additional"": """", ""value"": ""33460505""}}}"
security.models.Security;10.56% Trig. Kick-In GOAL Barclays 2017-08.11.2018 NKE/NFLX/DIS;10.56% Trig. Kick-In GOAL Barclays 2017-08.11.2018 NKE/NFLX/DIS;USD;True;2020-01-01;;;;UBS Genève;38542708;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0385427080""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""7599539""}, ""UBS"": {""additional"": """", ""value"": ""38542708""}}}"
security.models.Security;100%CGN GOLD(LEHMAN BR.)060311-DE;100%CGN GOLD(LEHMAN BR.)060311-DE;EUR;True;2020-01-01;;;;Swiss-Rev Guardian;132522;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""XS0351272322""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""132522""}}}"
security.models.Security;11.11 % Kick-In GOAL Vontobel;11.11 % Kick-In GOAL Vontobel FP 2016-30;EUR;False;2016-05-24;2016-08-30;;;Bloomberg LP;LW1938676 Corp;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0321511823""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6034995""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""LW1938676 Corp""}}}"
security.models.Security;11.11 % Kick-In GOAL Vontobel FP 2016-30.08.2016 CS/BNP/GLE;11.11 % Kick-In GOAL Vontobel FP 2016-30.08.2016 CS/BNP/GLE;EUR;False;2020-01-01;2016-08-30;;;UBS Genève;32151182;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0321511823""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6000769""}, ""UBS"": {""additional"": """", ""value"": ""32151182""}}}"
security.models.Security;12.08 % Kick-In GOAL;12.08 % Kick-In GOAL Vontobel FP 2016-30;EUR;False;2016-05-24;2016-08-30;;;Bloomberg LP;LW1931168 Corp;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0321511724""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6034998""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""LW1931168 Corp""}}}"
security.models.Security;12.08 % Kick-In GOAL Vontobel FP 2016-30.08.2016 CS/BNP/GLE;12.08 % Kick-In GOAL Vontobel FP 2016-30.08.2016 CS/BNP/GLE;EUR;False;2020-01-01;2016-08-30;;;UBS Genève;32151172;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0321511724""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6000797""}, ""UBS"": {""additional"": """", ""value"": ""32151172""}}}"
security.models.Security;13.43 % Kick-In GOAL 29.08.2016;13.43 % Kick-In GOAL Vontobel FP 2016-29;EUR;True;2020-01-01;;;;FinaLE Engine;6035001;SECTYP_BOND;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035001""}}}"
security.models.Security;13.43 % Kick-In GOAL Vontobel FP 2016-29.08.2016 CS/BNP/GLE;13.43 % Kick-In GOAL Vontobel FP 2016-29.08.2016 CS/BNP/GLE;EUR;False;2020-01-01;2016-08-29;;;UBS Genève;32151133;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0321511336""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6000384""}, ""UBS"": {""additional"": """", ""value"": ""32151133""}}}"
security.models.Security;15.94 % Kick-In GOAL Vontobel FP 2016-22.12.2016 CS/BNP/GLE;15.94 % Kick-In GOAL Vontobel FP 2016-22.12.2016 CS/BNP/GLE;EUR;False;2016-09-16;2016-12-22;;;UBS Genève;33459032;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0334590327""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6090525""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""QZ5752212 Corp""}, ""UBS"": {""additional"": """", ""value"": ""33459032""}}}"
security.models.Security;16.32 % Kick-In GOAL Vontobel FP 2016-21.12.2016 CS/BNP/GLE;16.32 % Kick-In GOAL Vontobel FP 2016-21.12.2016 CS/BNP/GLE;EUR;False;2016-09-15;2016-12-21;;;UBS Genève;33459007;SECTYP_STRUC_PROD;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0334590079""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6088493""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""QZ5714568 Corp""}, ""UBS"": {""additional"": """", ""value"": ""33459007""}}}"
security.models.Security;17.19 % Kick-In GOAL Vontobel FP 2016-21.12.2016 BNP/CSGN/GLE Q EUR;17.19 % Kick-In GOAL Vontobel FP 2016-21.12.2016 BNP/CSGN/GLE Q EUR;EUR;False;2016-09-15;2016-12-21;;;UBS Genève;33458944;SECTYP_STRUC_PROD;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0334589444""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6088504""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""QZ5608083 Corp""}, ""UBS"": {""additional"": """", ""value"": ""33458944""}}}"
security.models.Security;18% Mozido promissory note 18/4;18% Mozido promissory note 18/4 - 20/08/;USD;True;2020-01-01;;;;Swiss-Rev Guardian;6035003;SECTYP_BOND;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035003""}}}"
security.models.Security;COOPERATIEVE RABOBANK UA;2.25% Cooperatieve Rabobank UA 2014-02..12.2019 SERIES 2909A;USD;True;2020-01-01;2019-12-02;;;Bloomberg LP;XS1145523137;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""XS1145523137""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6181311""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""XS1145523137""}, ""UBS"": {""additional"": """", ""value"": ""26195284""}}}"
security.models.Security;2.328% Notes Bank of America Corp. 2017-01.10.2021 Fixed/Floating Rate;2.328% Notes Bank of America Corp. 01.10.2021;USD;True;2021-10-01;;;;Bloomberg LP;US06051GGS21;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""US06051GGS21""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""7599618""}, ""UBS"": {""additional"": """", ""value"": ""38312658""}}}"
security.models.Security;BNP PARIBAS;2.375% BNP Paribas 2012-14.9.17 Medium Term Notes;USD;False;2020-01-01;2017-09-14;;;Bloomberg LP;US05567L7E16;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""US05567L7E16""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6364352""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""US05567L7E16""}}}"
security.models.Security;DEUTSCHE BANK AG LONDON;2.5% Deutsche Bank AG, London 2014-13.2.19 Notes Senior Series-ATranche 473;USD;True;2020-01-01;2019-02-13;;;Bloomberg LP;US25152RVS92;SECTYP_BOND;;"{""aliases"": {""TELEKURS"": {""additional"": """", ""value"": ""23675783.000""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6364376""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""US25152RVS92""}, ""ISIN"": {""additional"": """", ""value"": ""US25152RVS92""}}}"
security.models.Security;BP CAPITAL MARKETS PLC;2.518% BP Capital Markets Plc 2014-16.1.20 Notes Reg-S Series 87;USD;True;2020-01-01;;;;Bloomberg LP;XS1069612122;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""XS1069612122""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6364384""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""XS1069612122""}}}"
security.models.Security;JPMORGAN CHASE & CO;2.55% JPMorgan Chase & Co 2015-29.10.2020;USD;True;2020-01-01;2020-10-29;;;Bloomberg LP;US46625HNX43;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""US46625HNX43""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6592886""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""US46625HNX43""}}}"
security.models.Security;2.85% Structured Note SG Issuer 2016-10.01.2020 CR. iTraxx Eur.Cross.Series 26;2.85% Structured Note SG Issuer 2016-10.01.2020 CR. iTraxx Eur.Cross.Series 26;CHF;True;2020-01-01;2020-01-10;;;UBS Genève;32738464;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0327384647""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6468782""}, ""UBS"": {""additional"": """", ""value"": ""32738464""}}}"
security.models.Security;3 % CHF DOCU UBS Jersey 2016-13.06.2016 ;3 % CHF DOCU UBS Jersey 2016-13.06.2016 ;CHF;True;2020-01-01;;;;Bloomberg LP;FXI101171389;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101171389""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035005""}}}"
security.models.Security;3 % CHF DOCU UBS Jersey 2016-13.06.2016 (ff 09.06.16);3 % CHF DOCU UBS Jersey 2016-13.06.2016 (ff 09.06.16);CHF;False;2020-01-01;2016-06-13;;;FinaLE Engine;5990442;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101171686""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""5990442""}, ""UBS"": {""additional"": """", ""value"": ""101171686""}}}"
security.models.Security;3 % EUR DOCU 11.07.2016;3 % EUR DOCU UBS Jersey 2016-11.07.2016;EUR;True;2020-01-01;;;;Bloomberg LP;FXI101175583;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101175583""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035008""}}}"
security.models.Security;3 % EUR DOCU UBS Jersey 2016-11.07.2016 (ff 07.07.16);3 % EUR DOCU UBS Jersey 2016-11.07.2016 (ff 07.07.16) EUR/CHF (CHF 1.1003);EUR;False;2020-01-01;2016-07-11;;;UBS Genève;101175583;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101175583""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6007120""}, ""UBS"": {""additional"": """", ""value"": ""101175583""}}}"
security.models.Security;3 % EUR DOCU UBS Jersey 15.08.2016;3 % EUR DOCU UBS Jersey 2016-15.08.2016;EUR;True;2020-01-01;;;;FinaLE Engine;6035011;SECTYP_BOND;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035011""}}}"
security.models.Security;3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0898);3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0898);EUR;False;2020-01-01;2016-08-15;;;UBS Genève;101180070;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101180070""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6021514""}, ""UBS"": {""additional"": """", ""value"": ""101180070""}}}"
security.models.Security;3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0902);3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0902);EUR;False;2020-01-01;2016-08-15;;;UBS Genève;101180078;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101180078""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6021536""}, ""UBS"": {""additional"": """", ""value"": ""101180078""}}}"
security.models.Security;3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0907);3 % EUR DOCU UBS Jersey 2016-15.08.2016 (ff 11.08.16) EUR/CHF (CHF 1.0907);EUR;False;2020-01-01;2016-08-15;;;UBS Genève;101180055;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101180055""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6021402""}, ""UBS"": {""additional"": """", ""value"": ""101180055""}}}"
security.models.Security;3 % EUR DOCU15.08.2016 (CHF 1.0898);3 % EUR DOCU15.08.2016 (CHF 1.0898);EUR;True;2020-01-01;;;;FinaLE Engine;6035013;SECTYP_BOND;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035013""}}}"
security.models.Security;3 % EUR DOCU15.08.2016 (CHF 1.0902);3 % EUR DOCU15.08.2016 (CHF 1.0902);EUR;True;2020-01-01;;;;FinaLE Engine;6035015;SECTYP_BOND;;"{""aliases"": {""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035015""}}}"
security.models.Security;3 % Euro Medium Term Notes K+S Aktiengesellschaft 2012-20.06.2022 Reg S;3 % Euro Medium Term Notes K+S Aktiengesellschaft 2012-20.06.2022 Reg S;EUR;True;2020-01-01;2022-06-20;;;UBS Genève;18823957;SECTYP_STRUC_PROD;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""DE000A1PGZ82""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6218389""}, ""LGT"": {""additional"": """", ""value"": ""18823957""}, ""UBS"": {""additional"": """", ""value"": ""18823957""}}}"
security.models.Security;3 % Trig. Kick-In GOAL Barclays 2017-07.06.2018 SMI/ESTX50 EUR P/S&P 500 Q EUR;3 % Trig. Kick-In GOAL Barclays 2017-07.06.2018 SMI/ESTX50 EUR P/S&P 500 Q EUR;EUR;True;2017-06-01;2018-06-07;;;UBS Genève;36827913;SECTYP_STRUC_PROD;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""CH0368279136""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6815073""}, ""UBS"": {""additional"": """", ""value"": ""36827913""}}}"
security.models.Security;BANCO BILBAO VIZCAYA ARG;3% Banco Bilbao Vizcaya Argentaria SA 2015-20.10.20 Notes;USD;True;2020-01-01;;;;Bloomberg LP;US05946KAD37;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""US05946KAD37""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6364372""}, ""BLOOMBERG"": {""additional"": """", ""value"": ""US05946KAD37""}}}"
security.models.Security;3% CHF DOCU UBS Jersey 2016-07.04.2016;3% CHF DOCU UBS Jersey 2016-07.04.2016;CHF;False;2016-03-07;2016-07-04;;;UBS Genève;101163340;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101163340""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""5944642""}, ""UBS"": {""additional"": """", ""value"": ""101163340""}}}"
security.models.Security;3% CHF DOCU UBS Jersey 2016-07.04.2016;3% CHF DOCU UBS Jersey 2016-07.04.2016 (KO);CHF;True;2020-01-01;;;;Bloomberg LP;FXI101116334;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101116334""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035017""}}}"
security.models.Security;3% CHF DOCU UBS Jersey 2016-09.05.2016;3% CHF DOCU UBS Jersey 2016-09.05.2016;CHF;True;2020-01-01;;;;UBS Genève;101167169;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101167169""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""5969460""}, ""UBS"": {""additional"": """", ""value"": ""101167169""}}}"
security.models.Security;3% CHF DOCU UBS Jersey;3% CHF DOCU UBS Jersey 2016-09.05.2016 (ko);CHF;True;2020-01-01;;;;Bloomberg LP;FXI101167169;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101167169""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""6035020""}}}"
security.models.Security;3% DOCU UBS Jersey 2016-10.06.2016;3% DOCU UBS Jersey 2016-10.06.2016;CHF;False;2020-01-01;2016-06-10;;;UBS Genève;101171202;SECTYP_BOND;;"{""aliases"": {""ISIN"": {""additional"": """", ""value"": ""FXI101171202""}, ""FINALE"": {""additional"": ""For migration purpose"", ""value"": ""5994133""}, ""UBS"": {""additional"": """", ""value"": ""101171202""}}}"
